city,rubric,name,lat,lon,rating,review_count
Абакан,Рестораны,"STIX, бельгийский ресторан",53.721736,91.444138,4.7,648
Абакан,Рестораны,"Мажор, караоке-бар",53.725752,91.456086,4.7,307
Абакан,Рестораны,"Мадрид, кафе",53.727392,91.437827,4.6,300
Абакан,Рестораны,"Баран и бисер, ресторан",53.724203,91.443411,4.6,648
Абакан,Рестораны,"Енисей, ресторан",51.723586,94.436076,4.8,36
Абакан,Рестораны,"В лесу, ресторан",53.664849,91.680207,4.6,73
Абакан,Рестораны,"Авиатор, ресторан-гриль",53.656839,91.575049,4.5,138
Абакан,Рестораны,"Bushman Kitchen, ресторан",53.742768,91.432824,4.5,751
Абакан,Рестораны,"Гранд шале, ресторан",53.677721,91.366415,4.5,81
Абакан,Рестораны,"Солгон, ресторан",53.745469,91.417565,4.5,314
Абакан,Музеи,Краеведческий музей им. Н.М. Мартьянова,53.709695,91.688606,4.9,80
Абакан,Музеи,"Шушенское, историко-этнографический музей-заповедник",53.326759,91.930336,4.9,136
Абакан,Музеи,Музей ретро автомототехники СССР,53.709533,91.704968,4.8,86
Абакан,Музеи,Краеведческий музей им. Л.Р. Кызласова,53.720434,91.473981,4.8,203
Абакан,Музеи,Музей истории Красноярской железной дороги им. В.С. Чекчурина,53.714736,91.437747,4.9,22
Абакан,Музеи,Музей декабристов,53.714811,91.691223,5.0,8
Абакан,Музеи,Ширинский краеведческий музей им. Д.С. Лалетина,54.488522,89.962778,4.7,23
Абакан,Музеи,Музей гидроэнергетики,52.854721,91.423764,4.7,40
Абакан,Музеи,"Древние курганы Салбыкской степи, музей под открытым небом",53.894305,90.774969,4.7,19
Абакан,Музеи,"Квартира Г.М. Кржижановского и В.В. Старкова, мемориальный дом-музей",53.708802,91.69883,5.0,8
Абакан,Театры,Драматический театр им. А.М. Топанова,53.720994,91.444841,4.9,67
Абакан,Театры,Национальный музыкально-драматический театр им. В. Кок-оола,51.719896,94.439133,4.9,20
Абакан,Театры,Драматический театр,53.709711,91.683435,4.9,43
Абакан,Театры,Драматический гастрономический театр,53.715184,91.481883,5.0,27
Абакан,Театры,Театр драмы им. М.Ю. Лермонтова,53.720969,91.444543,4.6,27
Абакан,Театры,Хакасский национальный театр кукол Сказка им. Л.Г. Устинова,53.71855,91.440724,4.4,33
Абакан,Театры,Театр кукол,51.717931,94.436624,4.3,5
Абакан,Театры,"Читiген, Хакасский театр драмы и этнической музыки",53.717137,91.439188,3.7,10
Абакан,Театры,"Подорожник, передвижной театр кукол",,,,0
Абакан,Театры,"Ра вестник, народный театр-студия",53.326511,91.931646,,0
Абакан,Природные достопримечательности,"Шушенское, историко-этнографический музей-заповедник",53.326759,91.930336,4.9,136
Абакан,Природные достопримечательности,Природный парк Ергаки,52.730833,93.390379,5.0,9
Абакан,Природные достопримечательности,"Природный комплекс ""Енисейские ворота""",53.962307,91.49924,5.0,8
Абакан,Природные достопримечательности,Памятник природы Уйтаг,53.343734,90.8458,4.8,10
Абакан,Природные достопримечательности,Догээ,51.761929,94.423253,4.3,2
Абакан,Природные достопримечательности,Казанцевская писаница,53.425924,92.000199,4.3,4
Абакан,Природные достопримечательности,Арка Каменные ворота,54.073965,91.039386,5.0,2
Абакан,Природные достопримечательности,Боярская писаница,54.294293,91.180057,5.0,2
Абакан,Природные достопримечательности,Ойское озеро,52.843436,93.244511,5.0,0
Абакан,Природные достопримечательности,Археологическйи комплекс Долина царей,52.084185,93.665095,5.0,2
Абакан,Интересные здания,"Тубтен Шедруб Линг, буддийский монастырь",51.691496,94.404949,5.0,33
Абакан,Интересные здания,Краеведческий музей им. Н.М. Мартьянова,53.709695,91.688606,4.9,80
Абакан,Интересные здания,"Хурээ Цеченлинг, буддийский храм",51.723753,94.450489,5.0,15
Абакан,Интересные здания,"Октябрьская улица, 65",53.709955,91.69699,5.0,14
Абакан,Интересные здания,Драматический театр,53.709711,91.683435,4.9,43
Абакан,Интересные здания,Саяно-Шушенская ГЭС им. П.С. Непорожнего,52.829654,91.368377,4.9,64
Абакан,Интересные здания,Собор Николая Чудотворца,53.710005,91.479213,5.0,10
Абакан,Интересные здания,Национальный центр народного творчества им. С.П. Кадышева,53.724394,91.448497,4.8,23
Абакан,Интересные здания,Краеведческий музей им. Л.Р. Кызласова,53.720434,91.473981,4.8,203
Абакан,Интересные здания,Тувгосфилармония им. В.М. Халилова,51.722006,94.433917,5.0,4
Анадырь,Рестораны,"Чукотка, ресторан",64.735014,177.516145,4.9,3
Анадырь,Рестораны,Грузинский Дворик,64.7337,177.517217,3.9,5
Анадырь,Рестораны,Баклан,64.734738,177.52049,4.0,2
Анадырь,Музеи,"Наследие Чукотки, музейный центр",64.736399,177.520214,4.7,10
Анадырь,Природные достопримечательности,Анадырский лиман,64.736758,177.523741,,0
Анадырь,Интересные здания,Свято-Троицкий кафедральный собор во имя святой живоначальной троицы,64.735578,177.521834,4.8,6
Анадырь,Интересные здания,"Полярный, кинотеатр",64.734317,177.51767,4.3,13
Анадырь,Интересные здания,Дом народного творчества городского округа Анадырь,64.736455,177.520533,4.5,4
Анадырь,Интересные здания,Ледовый дворец,64.733283,177.50594,,0
Анадырь,Интересные здания,Кафе,64.737219,177.512113,5.0,3
Анадырь,Интересные здания,Православный храм в честь князя Владимира,64.730822,177.692211,,0
Анадырь,Интересные здания,Религиозное сооружение,64.740176,177.688251,,0
Архангельск,Рестораны,"ПиццаФабрика, семейный ресторан",64.531155,40.616799,4.9,1356
Архангельск,Рестораны,"Азия, ресторан",64.533805,40.527232,4.9,1366
Архангельск,Рестораны,"Престо, ресторан",64.541739,40.532462,4.9,416
Архангельск,Рестораны,Настоять на своём,64.535706,40.54302,5.0,55
Архангельск,Рестораны,"ПиццаФабрика, кафе",64.553055,39.799316,4.8,2464
Архангельск,Рестораны,"Поморский, ресторан",64.534661,40.523716,4.8,188
Архангельск,Рестораны,"ПиццаФабрика, семейный ресторан",64.542404,40.559232,4.8,2944
Архангельск,Рестораны,"Bazar, ресторан",64.535548,40.523083,4.8,361
Архангельск,Рестораны,Северная Двина,64.533889,40.554084,5.0,35
Архангельск,Рестораны,"BrauMeister, ресторан-пивоварня",64.541351,40.527825,4.7,215
Архангельск,Музеи,"Архангельские гостиные дворы, краеведческий музей",64.538211,40.509813,4.8,74
Архангельск,Музеи,Музей Архангельского пряника козули,64.535101,40.527794,4.9,28
Архангельск,Музеи,"Малые Корелы, музей-заповедник деревянного зодчества и народного искусства",64.453079,40.937219,4.7,120
Архангельск,Музеи,"Музей художественного освоения Арктики им. А.А. Борисова, музейное объединение",64.533921,40.522813,4.7,42
Архангельск,Музеи,Северный морской музей,64.533962,40.516723,4.7,69
Архангельск,Музеи,"Музей художника и сказочника Степана Писахова, музейное объединение",64.534632,40.524997,4.7,36
Архангельск,Музеи,"Старинный особняк на Набережной, музейное объединение",64.534524,40.516564,4.9,11
Архангельск,Музеи,Краеведческий музей,64.565585,39.840304,4.6,31
Архангельск,Музеи,Музей народных промыслов и ремесел Приморья,64.477154,40.847806,5.0,7
Архангельск,Музеи,"Усадебный дом Е.К. Плотниковой, музейное объединение",64.533563,40.521634,4.5,24
Архангельск,Театры,Драматический театр,64.551287,39.793611,4.9,55
Архангельск,Театры,Театр Виктора Панова,64.549557,40.518865,4.9,31
Архангельск,Театры,Театр драмы им. М.В. Ломоносова,64.536359,40.515163,4.7,124
Архангельск,Театры,Театр кукол,64.531656,40.53033,4.5,30
Архангельск,Театры,"Люди и лица, театр-студия",64.508739,40.665125,5.0,7
Архангельск,Театры,"Волшебный Чемодан, кукольный театр",64.53136,40.531668,4.2,12
Архангельск,Театры,"Автограф, народный театр",64.553621,39.834474,,0
Архангельск,Природные достопримечательности,Остров Ягры,64.591673,39.806394,4.5,12
Архангельск,Природные достопримечательности,Аллея городов воинской славы,64.542647,40.51037,5.0,0
Архангельск,Природные достопримечательности,Памятник природы Пихты под Архангельском,64.357743,41.116456,4.0,0
Архангельск,Природные достопримечательности,Остров Кумбыш,64.743614,39.988479,,0
Архангельск,Природные достопримечательности,Двинской государственный природный биологический заказник регионального значения,64.734793,39.973899,,0
Архангельск,Природные достопримечательности,Особо охраняемая природная территория Лахтинский лес,64.38942,40.591787,,0
Архангельск,Природные достопримечательности,Ширшинский лес,64.404631,40.733561,,0
Архангельск,Природные достопримечательности,Талажский сосновый бор,64.614607,40.65058,,0
Архангельск,Природные достопримечательности,Дубок,64.554602,40.520225,,0
Архангельск,Природные достопримечательности,Кедровая роща,64.45294,40.941495,,0
Архангельск,Интересные здания,Драматический театр,64.551287,39.793611,4.9,55
Архангельск,Интересные здания,Михаило-Архангельский кафедральный собор,64.529293,40.536251,5.0,18
Архангельск,Интересные здания,"Архангельские гостиные дворы, краеведческий музей",64.538211,40.509813,4.8,74
Архангельск,Интересные здания,Архангельский водорослевый комбинат,64.49938,40.686481,4.9,62
Архангельск,Интересные здания,Поморская филармония,64.545457,40.514961,4.8,50
Архангельск,Интересные здания,Северный государственный медицинский университет,64.542137,40.514001,4.7,16
Архангельск,Интересные здания,Театр драмы им. М.В. Ломоносова,64.536359,40.515163,4.7,124
Архангельск,Интересные здания,Троицкий Пассаж,64.536493,40.519499,5.0,4
Архангельск,Интересные здания,"Музей художественного освоения Арктики им. А.А. Борисова, музейное объединение",64.533921,40.522813,4.7,42
Архангельск,Интересные здания,Храм Сретения Господня,64.475638,40.506878,5.0,9
Астрахань,Рестораны,"Анса, ресторан",46.347542,48.033876,4.9,292
Астрахань,Рестораны,"Новинка, народное кафе",46.351575,48.026173,4.8,141
Астрахань,Рестораны,"Ча, чайная-кафе",46.354485,48.033896,4.8,1372
Астрахань,Рестораны,"Mai Китай, дом китайской кухни",46.351624,48.041573,4.6,286
Астрахань,Рестораны,Сан Пицца,46.360012,48.064552,4.6,619
Астрахань,Рестораны,"Щука, рыбный ресторан",46.34834,48.022948,4.6,237
Астрахань,Рестораны,"Коса, питейный дом Акимова",46.35267,48.031297,4.7,62
Астрахань,Рестораны,"Волга, ресторан",46.354052,48.033106,4.8,17
Астрахань,Рестораны,"Онегин, ресторан",46.347157,48.031338,4.5,514
Астрахань,Рестораны,"Акватория, ресторан",46.352846,48.02696,4.5,167
Астрахань,Музеи,"Артиллерийская башня (пыточная), музей",46.351237,48.033844,4.9,49
Астрахань,Музеи,"Астраханский кремль, исторический комплекс",46.349678,48.031024,4.8,335
Астрахань,Музеи,Музей культуры Астрахани,46.34874,48.034349,4.9,60
Астрахань,Музеи,Астраханский государственный объединенный историко-архитектурный музей-заповедник,46.349533,48.041662,4.8,89
Астрахань,Музеи,Музей здоровья,46.334685,48.036416,5.0,28
Астрахань,Музеи,Дом-музей Кустодиева Б.М.,46.350317,48.049224,4.8,27
Астрахань,Музеи,"Дом купца Тетюшинова Г.В., музейно-культурный центр",46.355048,48.043833,4.7,68
Астрахань,Музеи,"Красные ворота, музей",46.349124,48.02766,4.8,25
Астрахань,Музеи,Дом-музей В. Хлебникова,46.351354,48.045606,4.7,19
Астрахань,Музеи,"Сарай-Бату, культурно-исторический комплекс",47.238421,47.372946,4.2,34
Астрахань,Театры,Драматический театр,46.34828,48.044199,4.9,143
Астрахань,Театры,Театр кукол,46.353171,48.030877,4.8,76
Астрахань,Театры,Театр юного зрителя,46.346709,48.032494,4.7,87
Астрахань,Театры,Театр оперы и балета,46.360329,48.044072,4.7,228
Астрахань,Театры,"Периферия, общедоступный театр",46.351304,48.045862,4.9,6
Астрахань,Театры,"Непрофи, театр",46.353196,48.031067,,0
Астрахань,Театры,"Мечтатели, театр",46.351858,48.044581,,0
Астрахань,Природные достопримечательности,Лес Победы,46.362861,48.059829,5.0,2
Астрахань,Природные достопримечательности,Астраханский дуб,46.359825,48.062453,5.0,0
Астрахань,Природные достопримечательности,Вязаный тополь,46.347988,48.016962,5.0,0
Астрахань,Природные достопримечательности,Памятное дерево в честь 50-летия Победы в Великой Отечественной войне,46.093077,47.731688,,0
Астрахань,Природные достопримечательности,Тюльпановое дерево,46.347485,48.035651,,0
Астрахань,Природные достопримечательности,Дуб,46.347478,48.035559,,0
Астрахань,Интересные здания,"Галактика, студия детских праздников",46.350873,48.02708,5.0,122
Астрахань,Интересные здания,Махалля красной мечети №298,46.34522,48.055689,5.0,17
Астрахань,Интересные здания,"Артиллерийская башня (пыточная), музей",46.351237,48.033844,4.9,49
Астрахань,Интересные здания,Покровский кафедральный собор,46.363642,48.046384,5.0,13
Астрахань,Интересные здания,Драматический театр,46.34828,48.044199,4.9,143
Астрахань,Интересные здания,Астраханская государственная филармония,46.350781,48.041091,4.9,71
Астрахань,Интересные здания,Мечеть №1,46.343455,48.03439,5.0,12
Астрахань,Интересные здания,Театр кукол,46.353171,48.030877,4.8,76
Астрахань,Интересные здания,"Арбат, торгово-деловой центр",46.351459,48.036613,4.8,13
Астрахань,Интересные здания,"Астраханская, гостиничный комплекс",46.353801,48.032777,4.8,357
Барнаул,Рестораны,Аджикинежаль,53.338661,83.653049,5.0,3876
Барнаул,Рестораны,"Lesnoy Village, ресторан в лесу",53.245287,83.970173,4.9,123
Барнаул,Рестораны,Uno caffe,53.34361,83.776035,4.9,205
Барнаул,Рестораны,"Кинза и мята, шашлык-бар",53.341934,83.682799,4.9,1815
Барнаул,Рестораны,Аджикинежаль,53.341696,83.682154,4.9,4365
Барнаул,Рестораны,Lil Brazil,53.334935,83.776019,4.9,2072
Барнаул,Рестораны,"Урбан, паб",53.35018,83.663571,4.9,877
Барнаул,Рестораны,"Кинза и мята, шашлык-бар",53.342688,83.75099,4.9,2668
Барнаул,Рестораны,"Хочу пури, ресторан",53.342097,83.750307,4.9,3880
Барнаул,Рестораны,"Питейный домъ Распутинъ, ресторан",53.330726,83.793421,4.9,344
Барнаул,Музеи,"Мир камня, музей",53.328872,83.787948,4.9,207
Барнаул,Музеи,Алтайский государственный краеведческий музей,53.3345,83.77854,4.9,83
Барнаул,Музеи,Мемориальный музей Г.С. Титова,53.215675,84.636558,4.9,72
Барнаул,Музеи,"Музей истории литературы, искусства и культуры Алтая",53.334307,83.801354,4.8,118
Барнаул,Музеи,Клуб-музей коллекционеров,53.358966,83.764791,5.0,36
Барнаул,Музеи,Детский музей космонавтики,53.21558,84.635985,5.0,28
Барнаул,Музеи,Музей шоколадного мастерства,53.331116,83.787681,4.8,181
Барнаул,Музеи,Музей Сибирского казачьего войска памяти атамана Острягина А.И.,53.327573,83.784833,4.9,60
Барнаул,Музеи,"Горная Аптека, музей аптечного дела",53.32997,83.789042,4.8,309
Барнаул,Музеи,Алтайский государственный краеведческий музей,53.328869,83.787404,4.7,53
Барнаул,Театры,Крепостной театр,53.344009,83.783797,4.8,165
Барнаул,Театры,Театр драмы им. В.М. Шукшина,53.346703,83.77341,4.8,594
Барнаул,Театры,Молодежный театр им. В.С. Золотухина,53.355377,83.770921,4.8,316
Барнаул,Театры,"Сказка, театр кукол",53.332176,83.79158,4.8,313
Барнаул,Театры,Музыкальный театр,53.350425,83.78397,4.8,422
Барнаул,Театры,Крошечный театр,53.367919,83.670687,4.8,41
Барнаул,Театры,"Беби-театр, детский клуб развития и развлечений",53.343985,83.645445,4.7,15
Барнаул,Природные достопримечательности,Никольский источник,53.312243,83.742096,5.0,10
Барнаул,Природные достопримечательности,Барнаульский ленточный бор,53.259551,83.58531,4.7,29
Барнаул,Природные достопримечательности,Сосна,53.347182,83.78289,4.2,2
Барнаул,Природные достопримечательности,Вита,53.369304,83.710555,3.0,1
Барнаул,Природные достопримечательности,Растения Алтая и Западной Сибири,53.294405,83.769287,,0
Барнаул,Природные достопримечательности,Растения Дальнего Востока,53.293097,83.769385,,0
Барнаул,Природные достопримечательности,Растения Северной Америки,53.294685,83.770466,,0
Барнаул,Природные достопримечательности,Растения средней полосы европейской части России,53.295461,83.772415,,0
Барнаул,Природные достопримечательности,Растения Японии и Китая,53.294206,83.770583,,0
Барнаул,Природные достопримечательности,"Растения Крыма, Кавказа, Средиземноморья и Ближнего Востока",53.293634,83.769784,,0
Барнаул,Интересные здания,Храм Святого Димитрия Ростовского,53.329375,83.785742,4.9,27
Барнаул,Интересные здания,Мемориальный музей Г.С. Титова,53.215675,84.636558,4.9,72
Барнаул,Интересные здания,Дом под шпилем,53.354018,83.77117,4.9,86
Барнаул,Интересные здания,Государственная филармония Алтайского края,53.329176,83.788757,4.8,150
Барнаул,Интересные здания,"Красный, универмаг",53.33446,83.792176,4.8,33
Барнаул,Интересные здания,Театр драмы им. В.М. Шукшина,53.346703,83.77341,4.8,594
Барнаул,Интересные здания,"Русский чай, ресторан",53.330286,83.783982,4.8,372
Барнаул,Интересные здания,Молодежный театр им. В.С. Золотухина,53.355377,83.770921,4.8,316
Барнаул,Интересные здания,Никольский храм,53.341542,83.784735,4.8,54
Барнаул,Интересные здания,Центр детского творчества Центрального района г. Барнаула,53.333242,83.760984,4.9,13
Белгород,Рестораны,"Сахара не надо, городское кафе",50.595299,36.589415,5.0,439
Белгород,Рестораны,"Мидийное место, ресторан",50.600096,36.591224,4.9,827
Белгород,Рестораны,"Crystal Night, ресторан",50.595528,36.580444,4.9,264
Белгород,Рестораны,"Forest grill, ресторан",50.594161,36.597363,4.9,138
Белгород,Рестораны,"Бидон, ресторан-сыроварня",50.576784,36.583984,4.8,180
Белгород,Рестораны,"Ла Вилла, ресторан итальянской кухни",50.572533,36.588015,4.8,258
Белгород,Рестораны,"Сканди парк по Мезонин, семейно-развлекательный ресторан",50.633039,36.569697,4.7,149
Белгород,Рестораны,"Red Rak, раковарня",50.591996,36.591915,4.8,89
Белгород,Рестораны,"Галерея, арт-ресторан",50.50744,36.638187,4.7,112
Белгород,Рестораны,"Сидрерия, гастробар",50.578821,36.585021,4.6,145
Белгород,Музеи,"Огненная Дуга, государственный историко-художественный музей-диорама",50.591386,36.587889,4.9,42
Белгород,Музеи,"Музей народной культуры, выставочный зал",50.594915,36.589723,5.0,8
Белгород,Музеи,Белгородский государственный литературный музей,50.597589,36.598948,4.8,12
Белгород,Музеи,Белгородский государственный историко-краеведческий музей,50.592382,36.587996,4.6,19
Белгород,Музеи,Белгородский государственный художественный музей,50.592956,36.586776,4.5,18
Белгород,Музеи,Музей-мастерская,50.597207,36.597908,5.0,3
Белгород,Музеи,Духовно-Просветительский Центр во имя Святителя Иоасафа Белгородского,50.603319,36.600064,5.0,3
Белгород,Музеи,"Музей, Управление МВД России по Белгородской области",50.597442,36.577976,3.8,6
Белгород,Музеи,Музей истории Белгородского региона Юго-Восточной железной дороги,50.59708,36.606129,5.0,3
Белгород,Музеи,Научный отдел музея-диорамы,50.592965,36.587795,5.0,2
Белгород,Театры,Театр кукол,50.615351,36.582632,4.9,19
Белгород,Театры,"Спичка, театр",50.59505,36.572478,5.0,8
Белгород,Театры,Драматический театр им. М.С. Щепкина,50.594349,36.586937,4.5,71
Белгород,Театры,Музыкальный театр для детей и молодёжи,50.603009,36.603289,4.8,9
Белгород,Театры,Окно,50.505231,36.569329,,0
Белгород,Природные достопримечательности,Дуб,50.535114,36.585537,5.0,4
Белгород,Природные достопримечательности,Памятник природы Уксусное дерево,50.598017,36.596457,4.3,3
Белгород,Интересные здания,"Храм святых мучениц Веры, Надежды, Любови и матери их Софии",50.57292,36.571358,5.0,13
Белгород,Интересные здания,Белгородская государственная филармония,50.598699,36.604305,4.7,64
Белгород,Интересные здания,"Белгородский государственный национальный исследовательский университет, институт инженерных и цифровых технологий",50.593384,36.575902,4.6,12
Белгород,Интересные здания,Белгородский государственный литературный музей,50.597589,36.598948,4.8,12
Белгород,Интересные здания,Драматический театр им. М.С. Щепкина,50.594349,36.586937,4.5,71
Белгород,Интересные здания,Лицей №9,50.601037,36.592173,5.0,5
Белгород,Интересные здания,Храм Святого Великомученика Георгия Победоносца,50.572771,36.570645,5.0,5
Белгород,Интересные здания,"Гражданский, бизнес-центр",50.59358,36.598933,4.7,2
Белгород,Интересные здания,"Белгородский государственный национальный исследовательский университет, институт общественных наук и массовых коммуникаций",50.599026,36.588653,5.0,2
Белгород,Интересные здания,Духовно-Просветительский Центр во имя Святителя Иоасафа Белгородского,50.603319,36.600064,5.0,3
Благовещенск,Рестораны,"Smoke&Grill, барбекю-ресторан",50.256594,127.529488,4.9,770
Благовещенск,Рестораны,"Vostok, ресторан",50.257236,127.529953,4.8,188
Благовещенск,Рестораны,"kostėr, ресторан-бар",50.27196,127.529888,4.8,572
Благовещенск,Рестораны,"Таежник, гриль-бар",50.262392,127.51864,4.8,376
Благовещенск,Рестораны,"Shelby, ресторан",50.259121,127.51847,4.7,776
Благовещенск,Рестораны,"Дубровский, рестобар",50.272035,127.554642,4.7,389
Благовещенск,Рестораны,"Пилзнер, ресторан",50.257975,127.527453,4.7,2324
Благовещенск,Рестораны,"Великий Goodwine, ресторан",50.267574,127.523299,4.7,667
Благовещенск,Рестораны,Slivki&Olivki,50.262128,127.522937,4.7,65
Благовещенск,Рестораны,"Сопрано, караоке-рестобар",50.264463,127.547565,4.7,941
Благовещенск,Музеи,"Капсула времени, музей",50.274618,127.51198,4.9,162
Благовещенск,Музеи,Амурский областной краеведческий музей им. Г.С. Новикова-Даурского,50.259031,127.524884,4.9,230
Благовещенск,Музеи,"Албазинский острог, музейно-культурный центр",50.533666,127.607633,4.8,103
Благовещенск,Музеи,Музей-мастерская А.Е. Тихомирова,50.260554,127.530758,5.0,28
Благовещенск,Музеи,"Дом И.А. Котельникова, музейно-выставочный центр",50.256783,127.527267,4.9,60
Благовещенск,Музеи,Музей истории пожарной охраны,50.282935,127.542457,5.0,21
Благовещенск,Музеи,"Здесь живут игрушки Советского Союза, музейная комната",50.280183,127.521045,4.9,27
Благовещенск,Музеи,Палеонтологический музей,50.260686,127.517943,4.8,50
Благовещенск,Музеи,Музей аптечного дела,50.264469,127.532478,5.0,19
Благовещенск,Музеи,"Городская Усадьба Лещенко, музейный комплекс",50.258441,127.512125,5.0,16
Благовещенск,Театры,Театр драмы,50.259309,127.514092,4.8,245
Благовещенск,Театры,Театр кукол,50.270494,127.529648,4.8,93
Благовещенск,Природные достопримечательности,Михайловские столбы,50.65369,127.339172,4.7,18
Благовещенск,Природные достопримечательности,Белая гора,50.920932,128.652758,5.0,0
Благовещенск,Природные достопримечательности,Ротанье озеро (монументальное),50.280724,127.43078,4.3,2
Благовещенск,Природные достопримечательности,Натальинский сосновый бор,50.976054,127.823196,5.0,1
Благовещенск,Природные достопримечательности,Пушкинский дуб,50.257189,127.530814,5.0,1
Благовещенск,Природные достопримечательности,Сосновый бор на реке Зее,51.27194,128.12289,5.0,0
Благовещенск,Природные достопримечательности,Самый большой тополь Благовещенска,50.263193,127.554644,5.0,4
Благовещенск,Природные достопримечательности,Малосазанские белые горы и сосновый бор,51.238194,128.039169,5.0,0
Благовещенск,Природные достопримечательности,Аллея клёнов,50.256893,127.540245,5.0,0
Благовещенск,Природные достопримечательности,Гальянье озеро,50.562641,127.648737,3.2,0
Благовещенск,Интересные здания,Триумфальная арка,50.256763,127.52156,4.9,129
Благовещенск,Интересные здания,"Благовещенский государственный педагогический университет, факультет иностранных языков",50.256551,127.541394,4.9,8
Благовещенск,Интересные здания,Амурский областной краеведческий музей им. Г.С. Новикова-Даурского,50.259031,127.524884,4.9,230
Благовещенск,Интересные здания,Центр эстетического воспитания детей им. В.В. Белоглазова,50.257494,127.523389,4.9,47
Благовещенск,Интересные здания,"Дальневосточный государственный аграрный университет, факультет агрономии и экологии",50.265559,127.555109,4.9,4
Благовещенск,Интересные здания,"Албазинский острог, музейно-культурный центр",50.533666,127.607633,4.8,103
Благовещенск,Интересные здания,Театр драмы,50.259309,127.514092,4.8,245
Благовещенск,Интересные здания,"Инь-Ян, медицинский центр",50.264593,127.539,4.7,159
Благовещенск,Интересные здания,"Амурский педагогический колледж, отделение №4",50.269001,127.535302,4.8,10
Благовещенск,Интересные здания,Благовещенский политехнический колледж,50.254595,127.553576,4.8,9
Братск,Рестораны,"Лес и степь, ресторан",56.158438,101.625132,4.9,242
Братск,Рестораны,"Гнездо, семейный ресторанчик",56.147522,101.623901,4.8,222
Братск,Рестораны,"Спагетатта, ресторан итальянской кухни",56.155172,101.62182,4.8,439
Братск,Рестораны,"Батумия, ресторан",56.173426,101.615227,4.8,1261
Братск,Рестораны,"Сулугуни & Вино, чайхана",56.316602,101.745766,4.7,577
Братск,Рестораны,"Кристалл, караоке-клуб",56.153628,101.611272,4.7,812
Братск,Рестораны,"Кукушка, бар-ресторан",56.316948,101.745794,4.6,114
Братск,Рестораны,"Алло, Говядина, гриль-бар",56.156672,101.63673,4.6,1054
Братск,Рестораны,"Гриль Хаус, ресторан",56.156609,101.62024,4.6,542
Братск,Рестораны,"Азия, кафе",56.155738,101.62124,4.6,125
Братск,Музеи,Ангарская деревня,56.22096,101.676785,4.8,108
Братск,Музеи,"Братский городской объединенный музей истории освоения Ангары, музей истории политической ссылки",56.157396,101.605245,5.0,9
Братск,Музеи,Музей истории Братскгэсстроя и г. Братска,56.291326,101.726264,4.6,21
Братск,Музеи,"Историко-краеведческий музей, г. Вихоревка",56.123878,101.178022,3.2,2
Братск,Музеи,"Музей им. В.И. Мокровицкого, дворец творчества детей и молодежи",56.274371,101.892345,,0
Братск,Театры,Драматический театр,56.156824,101.623239,4.8,114
Братск,Театры,"Девятая идея, театр-студия",56.14604,101.623306,4.9,10
Братск,Театры,"Тирлямы, театр кукол",56.148752,101.632256,4.3,16
Братск,Театры,"Пуговка, Театр",56.292209,101.727129,,0
Братск,Природные достопримечательности,мыс Бык,56.159684,101.732364,5.0,5
Братск,Интересные здания,Православная церковь Успения Божией матери,56.294276,101.694212,5.0,11
Братск,Интересные здания,Драматический театр,56.156824,101.623239,4.8,114
Братск,Интересные здания,"Алмаз, торговый центр",56.171843,101.618692,4.7,12
Братск,Интересные здания,"Комсомольская улица, 77",56.166864,101.618974,5.0,18
Братск,Интересные здания,"Падунские Пороги, железнодорожный вокзал",56.308547,101.72451,4.6,101
Братск,Интересные здания,Храм Всех Святых в земле Российской просиявших,56.182908,101.629306,4.8,11
Братск,Интересные здания,Братский государственный университет,56.30904,101.757412,4.7,21
Братск,Интересные здания,"Дворец искусств, г. Братск",56.302323,101.754969,4.6,34
Братск,Интересные здания,Братск-арт,56.14844,101.632611,4.5,58
Братск,Интересные здания,"Братский государственный университет, факультет энергетики и автоматики",56.309449,101.760834,4.6,5
Брянск,Рестораны,"Kizoku, ресторан азиатской кухни",53.268466,34.33694,5.0,210
Брянск,Рестораны,"Гости, бистро",53.308689,34.302941,4.9,43
Брянск,Рестораны,"Икра, ресторан морепродуктов",53.242244,34.36466,4.9,83
Брянск,Рестораны,Wine Connection,53.238663,34.372555,4.9,64
Брянск,Рестораны,"Мидийное место, ресторан",53.26709,34.353953,4.8,127
Брянск,Рестораны,"Быковский, ресторан",53.207124,34.466594,4.8,122
Брянск,Рестораны,"БирХофф, пивной ресторан",53.310955,34.305311,4.8,136
Брянск,Рестораны,"Бань Бао, ресторан вьетнамской кухни",53.259884,34.326225,4.7,97
Брянск,Рестораны,"Chester, ресторан",53.224148,34.317884,4.6,39
Брянск,Рестораны,"Халва, ресторан восточной кухни",53.24016,34.366965,4.6,46
Брянск,Музеи,"Партизанская поляна, мемориальный комплекс",53.235086,34.597525,4.8,19
Брянск,Музеи,Музей братьев Ткачёвых,53.306144,34.314123,5.0,6
Брянск,Музеи,Краеведческий музей,53.234001,34.352859,4.6,25
Брянск,Музеи,"Миф, музей истории фотографии",53.244477,34.360114,5.0,7
Брянск,Музеи,Брянский областной художественный музейно-выставочный центр,53.239528,34.353535,5.0,7
Брянск,Музеи,"Раздолье, музей",53.349554,34.213262,,0
Брянск,Музеи,Музей Д.Н. Медведева,53.330811,34.292201,,0
Брянск,Музеи,Историко-краеведческий музей Брянского района,53.274731,34.234621,,0
